,Medicine,Physical Exercise,Ext Temperature,Color MCGDM,Weight MCGDM,Color FCS,MV FCS
1043,35,18,2,Blue,0.3515461585425561,Orange,0.6000000000000001
1044,35,18,4,Blue,0.3515461585425561,Orange,0.6000000000000001
1045,35,18,6,Blue,0.3515461585425561,Orange,0.6000000000000001
1046,35,18,8,Blue,0.3515461585425561,Orange,0.6000000000000001
1047,35,18,10,Blue,0.3515461585425561,Orange,0.6000000000000001
1048,35,18,12,Blue,0.3546721310846803,Orange,0.6250000000000001
1049,35,18,14,Blue,0.3575899092252133,Orange,0.6444444444444446
1050,35,18,16,Blue,0.3605071862836007,Orange,0.6666666666666666
1051,35,18,18,Blue,0.3636350981606897,Orange,0.7000000000000001
1052,35,24,0,Blue,0.3557678483395727,Orange,0.6000000000000001
1053,35,24,2,Blue,0.3557678483395727,Orange,0.6000000000000001
1054,35,24,4,Blue,0.3557678483395727,Orange,0.6000000000000001
1055,35,24,6,Blue,0.3557678483395727,Orange,0.6000000000000001
1056,35,24,8,Blue,0.3557678483395727,Orange,0.6000000000000001
1057,35,24,10,Blue,0.3557678483395727,Orange,0.6000000000000001
1058,35,24,12,Blue,0.3592590181601573,Orange,0.6400000000000001
1059,35,24,14,Blue,0.3626100351655373,Orange,0.6800000000000002
1060,35,30,0,Blue,0.3557678483395727,Orange,0.6000000000000001
1061,35,30,2,Blue,0.3557678483395727,Orange,0.6000000000000001
1062,35,30,4,Blue,0.3557678483395727,Orange,0.6000000000000001
1063,35,30,6,Blue,0.3557678483395727,Orange,0.6000000000000001
1064,35,30,8,Blue,0.3557678483395727,Orange,0.6000000000000001
1065,35,30,10,Blue,0.3557678483395727,Orange,0.6000000000000001
1066,35,30,12,Blue,0.3592590181601573,Orange,0.6400000000000001
1067,35,30,14,Blue,0.3626100351655373,Orange,0.6800000000000002
1068,35,36,0,Blue,0.3582198516187946,Orange,0.6400000000000001
1069,35,36,2,Blue,0.3582198516187946,Orange,0.6400000000000001
1070,35,36,4,Blue,0.3582198516187946,Orange,0.6400000000000001
1071,35,36,6,Blue,0.3582198516187946,Orange,0.6400000000000001
1072,35,36,8,Blue,0.3582198516187946,Orange,0.6400000000000001
1073,35,36,10,Blue,0.3582198516187946,Orange,0.6400000000000001
1074,35,36,12,Blue,0.362140958911839,Orange,0.6857142857142859
1075,35,42,0,Blue,0.3605797050055295,Orange,0.6800000000000002
1076,35,42,2,Blue,0.3605797050055295,Orange,0.6800000000000002
1077,35,42,4,Blue,0.3605797050055295,Orange,0.6800000000000002
1078,35,42,6,Blue,0.3605797050055295,Orange,0.6800000000000002
1079,35,42,8,Blue,0.3605797050055295,Orange,0.6800000000000002
1080,35,42,10,Blue,0.3605797050055295,Orange,0.6800000000000002
1081,40,0,14,Blue,0.3415245270856239,Orange,0.6000000000000001
1082,40,0,16,Blue,0.34471492167026563,Orange,0.6000000000000001
1083,40,0,18,Blue,0.3477749661497775,Orange,0.6000000000000001
1084,40,0,20,Blue,0.3507088721834723,Orange,0.6000000000000001
1085,40,0,22,Blue,0.35372814994599816,Orange,0.6000000000000001
1086,40,0,24,Blue,0.35623702737401114,Orange,0.6000000000000001
1087,40,0,26,Blue,0.35623702737401114,Orange,0.6000000000000001
1088,40,0,28,Blue,0.3537281499459981,Orange,0.6000000000000001
1089,40,0,30,Blue,0.3507088721834723,Orange,0.6000000000000001
1090,40,0,32,Blue,0.3507088721834723,Orange,0.6000000000000001
1091,40,0,34,Blue,0.3507088721834723,Orange,0.6000000000000001
1092,40,0,36,Blue,0.3507088721834723,Orange,0.6000000000000001
1093,40,0,38,Blue,0.3507088721834723,Orange,0.6000000000000001
1094,40,6,14,Blue,0.3415245270856239,Orange,0.6000000000000001
1095,40,6,16,Blue,0.34471492167026563,Orange,0.6000000000000001
1096,40,6,18,Blue,0.3477749661497775,Orange,0.6000000000000001
1097,40,6,20,Blue,0.3507088721834723,Orange,0.6000000000000001
1098,40,6,22,Blue,0.35372814994599816,Orange,0.6000000000000001
1099,40,6,24,Blue,0.35623702737401114,Orange,0.6000000000000001
1100,40,6,26,Blue,0.35623702737401114,Orange,0.6000000000000001
1101,40,6,28,Blue,0.3537281499459981,Orange,0.6000000000000001
1102,40,6,30,Blue,0.3507088721834723,Orange,0.6000000000000001
1103,40,6,32,Blue,0.3507088721834723,Orange,0.6000000000000001
1104,40,6,34,Blue,0.3507088721834723,Orange,0.6000000000000001
1105,40,6,36,Blue,0.3507088721834723,Orange,0.6000000000000001
1106,40,6,38,Blue,0.3507088721834723,Orange,0.6000000000000001
1107,40,12,14,Blue,0.3415245270856239,Orange,0.6000000000000001
1108,40,12,16,Blue,0.34471492167026563,Orange,0.6000000000000001
1109,40,12,18,Blue,0.3477749661497775,Orange,0.6000000000000001
1110,40,12,20,Blue,0.3507088721834723,Orange,0.6000000000000001
1111,40,12,22,Blue,0.35372814994599816,Orange,0.6000000000000001
1112,40,12,24,Blue,0.35623702737401114,Orange,0.6000000000000001
1113,40,12,26,Blue,0.35623702737401114,Orange,0.6000000000000001
1114,40,12,28,Blue,0.3537281499459981,Orange,0.6000000000000001
1115,40,12,30,Blue,0.3507088721834723,Orange,0.6000000000000001
1116,40,12,32,Blue,0.3507088721834723,Orange,0.6000000000000001
1117,40,12,34,Blue,0.3507088721834723,Orange,0.6000000000000001
1118,40,12,36,Blue,0.3507088721834723,Orange,0.6000000000000001
1119,40,12,38,Blue,0.3507088721834723,Orange,0.6000000000000001
1120,40,18,0,Blue,0.3515461585425561,Orange,0.6000000000000001
1121,40,18,2,Blue,0.3515461585425561,Orange,0.6000000000000001
1122,40,18,4,Blue,0.3515461585425561,Orange,0.6000000000000001
1123,40,18,6,Blue,0.3515461585425561,Orange,0.6000000000000001
1124,40,18,8,Blue,0.3515461585425561,Orange,0.6000000000000001
1125,40,18,10,Blue,0.3515461585425561,Orange,0.6000000000000001
1126,40,18,12,Blue,0.3546721310846803,Orange,0.6250000000000001
1127,40,18,14,Blue,0.3575899092252133,Orange,0.6444444444444446
1128,40,18,16,Blue,0.3605071862836007,Orange,0.6666666666666666
1129,40,18,18,Blue,0.3636350981606897,Orange,0.7000000000000001
1130,40,24,0,Blue,0.3557678483395727,Orange,0.6000000000000001
1131,40,24,2,Blue,0.3557678483395727,Orange,0.6000000000000001
1132,40,24,4,Blue,0.3557678483395727,Orange,0.6000000000000001
1133,40,24,6,Blue,0.3557678483395727,Orange,0.6000000000000001
1134,40,24,8,Blue,0.3557678483395727,Orange,0.6000000000000001
1135,40,24,10,Blue,0.3557678483395727,Orange,0.6000000000000001
1136,40,24,12,Blue,0.3592590181601573,Orange,0.6400000000000001
1137,40,24,14,Blue,0.3626100351655373,Orange,0.6800000000000002
1138,40,30,0,Blue,0.3557678483395727,Orange,0.6000000000000001
1139,40,30,2,Blue,0.3557678483395727,Orange,0.6000000000000001
1140,40,30,4,Blue,0.3557678483395727,Orange,0.6000000000000001
1141,40,30,6,Blue,0.3557678483395727,Orange,0.6000000000000001
1142,40,30,8,Blue,0.3557678483395727,Orange,0.6000000000000001
1143,40,30,10,Blue,0.3557678483395727,Orange,0.6000000000000001
1144,40,30,12,Blue,0.3592590181601573,Orange,0.6400000000000001
1145,40,30,14,Blue,0.3626100351655373,Orange,0.6800000000000002
1146,40,36,0,Blue,0.3582198516187946,Orange,0.6400000000000001
1147,40,36,2,Blue,0.3582198516187946,Orange,0.6400000000000001
1148,40,36,4,Blue,0.3582198516187946,Orange,0.6400000000000001
1149,40,36,6,Blue,0.3582198516187946,Orange,0.6400000000000001
1150,40,36,8,Blue,0.3582198516187946,Orange,0.6400000000000001
