,Visits,Mind Exercise,FamilyInt,Color MCGDM,Weight MCGDM,Color FCS,MV FCS
2525,16,48,10,Blue,0.3664652761696748,Blue,0.8000000000000002
2526,16,48,12,Blue,0.3667696502793229,Blue,0.7999999999999999
2527,16,48,14,Blue,0.3663303884733926,Blue,0.8
2528,16,48,16,Blue,0.3663303884733926,Blue,0.8
2529,16,48,18,Blue,0.3663303884733926,Blue,0.8
2530,16,48,20,Blue,0.3663303884733926,Blue,0.8
2531,16,48,22,Blue,0.3663303884733926,Blue,0.8
2532,16,48,24,Blue,0.3663303884733926,Blue,0.8
2533,16,48,26,Blue,0.3663303884733926,Blue,0.8
2534,16,48,28,Blue,0.3663303884733926,Blue,0.8
2535,16,54,0,Orange,0.3496633493367114,Orange,0.6000000000000001
2536,16,54,2,Orange,0.3496633493367114,Orange,0.6000000000000001
2537,16,54,4,Blue,0.3489405044761842,Orange,0.691528526390725
2538,16,54,6,Blue,0.3628376434813614,Blue,0.8000000000000002
2539,16,54,8,Blue,0.36593850752612656,Blue,0.8000000000000002
2540,16,54,10,Blue,0.366761501647124,Blue,0.8000000000000002
2541,16,54,12,Blue,0.36742102894366074,Blue,0.8000000000000002
2542,16,54,14,Blue,0.36743733478429114,Blue,0.8000000000000002
2543,16,54,16,Blue,0.36743733478429114,Blue,0.8000000000000002
2544,16,54,18,Blue,0.36743733478429114,Blue,0.8000000000000002
2545,16,54,20,Blue,0.36743733478429114,Blue,0.8000000000000002
2546,16,54,22,Blue,0.36743733478429114,Blue,0.8000000000000002
2547,16,54,24,Blue,0.36743733478429114,Blue,0.8000000000000002
2548,16,54,26,Blue,0.36743733478429114,Blue,0.8000000000000002
2549,16,54,28,Blue,0.36743733478429114,Blue,0.8000000000000002
2550,16,60,0,Orange,0.3502225666470679,Orange,0.6000000000000001
2551,16,60,2,Orange,0.3502225666470679,Orange,0.6000000000000001
2552,16,60,4,Blue,0.3490571895823012,Orange,0.6857191839533688
2553,16,60,6,Blue,0.36277508861605723,Blue,0.8000000000000002
2554,16,60,8,Blue,0.3661678271755941,Blue,0.8
2555,16,60,10,Blue,0.3669698187503962,Blue,0.8
2556,16,60,12,Blue,0.36774344489978583,Blue,0.8
2557,16,60,14,Blue,0.36848885344143595,Blue,0.8
2558,16,60,16,Blue,0.36848885344143595,Blue,0.8
2559,16,60,18,Blue,0.36848885344143595,Blue,0.8
2560,16,60,20,Blue,0.36848885344143595,Blue,0.8
2561,16,60,22,Blue,0.36848885344143595,Blue,0.8
2562,16,60,24,Blue,0.36848885344143595,Blue,0.8
2563,16,60,26,Blue,0.36848885344143595,Blue,0.8
2564,16,60,28,Blue,0.36848885344143595,Blue,0.8
2565,16,66,0,Orange,0.3502225666470679,Orange,0.6000000000000001
2566,16,66,2,Orange,0.3502225666470679,Orange,0.6000000000000001
2567,16,66,4,Blue,0.3490571895823012,Orange,0.6857191839533688
2568,16,66,6,Blue,0.36277508861605723,Blue,0.8000000000000002
2569,16,66,8,Blue,0.3661678271755941,Blue,0.8
2570,16,66,10,Blue,0.3669698187503962,Blue,0.8
2571,16,66,12,Blue,0.36774344489978583,Blue,0.8
2572,16,66,14,Blue,0.36848885344143595,Blue,0.8
2573,16,66,16,Blue,0.36848885344143595,Blue,0.8
2574,16,66,18,Blue,0.36848885344143595,Blue,0.8
2575,16,66,20,Blue,0.36848885344143595,Blue,0.8
2576,16,66,22,Blue,0.36848885344143595,Blue,0.8
2577,16,66,24,Blue,0.36848885344143595,Blue,0.8
2578,16,66,26,Blue,0.36848885344143595,Blue,0.8
2579,16,66,28,Blue,0.36848885344143595,Blue,0.8
2580,16,72,0,Orange,0.3502225666470679,Orange,0.6000000000000001
2581,16,72,2,Orange,0.3502225666470679,Orange,0.6000000000000001
2582,16,72,4,Blue,0.3490571895823012,Orange,0.6857191839533688
2583,16,72,6,Blue,0.36277508861605723,Blue,0.8000000000000002
2584,16,72,8,Blue,0.3661678271755941,Blue,0.8
2585,16,72,10,Blue,0.3669698187503962,Blue,0.8
2586,16,72,12,Blue,0.36774344489978583,Blue,0.8
2587,16,72,14,Blue,0.36848885344143595,Blue,0.8
2588,16,72,16,Blue,0.36848885344143595,Blue,0.8
2589,16,72,18,Blue,0.36848885344143595,Blue,0.8
2590,16,72,20,Blue,0.36848885344143595,Blue,0.8
2591,16,72,22,Blue,0.36848885344143595,Blue,0.8
2592,16,72,24,Blue,0.36848885344143595,Blue,0.8
2593,16,72,26,Blue,0.36848885344143595,Blue,0.8
2594,16,72,28,Blue,0.36848885344143595,Blue,0.8
2595,16,78,0,Orange,0.3502225666470679,Orange,0.6000000000000001
2596,16,78,2,Orange,0.3502225666470679,Orange,0.6000000000000001
2597,16,78,4,Blue,0.3490571895823012,Orange,0.6857191839533688
2598,16,78,6,Blue,0.36277508861605723,Blue,0.8000000000000002
2599,16,78,8,Blue,0.3661678271755941,Blue,0.8
2600,16,78,10,Blue,0.3669698187503962,Blue,0.8
2601,16,78,12,Blue,0.36774344489978583,Blue,0.8
2602,16,78,14,Blue,0.36848885344143595,Blue,0.8
2603,16,78,16,Blue,0.36848885344143595,Blue,0.8
2604,16,78,18,Blue,0.36848885344143595,Blue,0.8
2605,16,78,20,Blue,0.36848885344143595,Blue,0.8
2606,16,78,22,Blue,0.36848885344143595,Blue,0.8
2607,16,78,24,Blue,0.36848885344143595,Blue,0.8
2608,16,78,26,Blue,0.36848885344143595,Blue,0.8
2609,16,78,28,Blue,0.36848885344143595,Blue,0.8
2610,16,84,0,Orange,0.3502225666470679,Orange,0.6000000000000001
2611,16,84,2,Orange,0.3502225666470679,Orange,0.6000000000000001
2612,16,84,4,Blue,0.3490571895823012,Orange,0.6857191839533688
2613,16,84,6,Blue,0.36277508861605723,Blue,0.8000000000000002
2614,16,84,8,Blue,0.3661678271755941,Blue,0.8
2615,16,84,10,Blue,0.3669698187503962,Blue,0.8
2616,16,84,12,Blue,0.36774344489978583,Blue,0.8
